iter	RMSE
0	0.06922149008
1	0.06900750381
2	0.06866924958
3	0.06833271418
4	0.06810531821
5	0.06772222114
6	0.06729526309
7	0.06696569363
8	0.06664604964
9	0.06632793139
10	0.06597735916
11	0.06561679816
12	0.0652536018
13	0.06494213006
14	0.0645654287
15	0.06423547592
16	0.06386336505
17	0.06355852926
18	0.06324757165
19	0.06288169871
20	0.06256956657
21	0.06237810282
22	0.062055062
23	0.0616958226
24	0.06136887534
25	0.06107412657
26	0.06069507179
27	0.06045189238
28	0.06016334039
29	0.05988024293
30	0.05959441957
31	0.05926594366
32	0.05897302598
33	0.05867432698
34	0.05848878379
35	0.05820960221
36	0.05793175323
37	0.05763571284
38	0.05733618959
39	0.05706250963
40	0.05677103293
41	0.056447171
42	0.05615366916
43	0.05588563367
44	0.05556315753
45	0.05529794069
46	0.05497463719
47	0.05471222952
48	0.05453226527
49	0.05427196915
50	0.05397598643
51	0.05371238576
52	0.05341142592
53	0.05315647984
54	0.05290275068
55	0.05262381981
56	0.05235354182
57	0.05210364529
58	0.05190759378
59	0.05165982587
60	0.05142262208
61	0.05117592682
62	0.05088368172
63	0.05063486479
64	0.05037358769
65	0.05005988041
66	0.04986372604
67	0.04969993876
68	0.04941303596
69	0.04917339083
70	0.04891965407
71	0.04868614834
72	0.04842549761
73	0.04821149407
74	0.04791988507
75	0.04772392669
76	0.04749612846
77	0.04724626921
78	0.04702646179
79	0.04683732117
80	0.04661375494
81	0.04628911435
82	0.0460469453
83	0.04574491575
84	0.04541546873
85	0.04517733122
86	0.04490582996
87	0.04469148322
88	0.0444781596
89	0.04425199026
90	0.04404943744
91	0.04381830919
92	0.04358695432
93	0.04334450251
94	0.04313342487
95	0.04288364776
96	0.04267347607
97	0.04238129122
98	0.04217512528
99	0.04197381287
100	0.04176063367
101	0.04156757301
102	0.0413691606
103	0.04106216001
104	0.0408643517
105	0.04066571428
106	0.04046807185
107	0.04019672437
108	0.04000485536
109	0.03982252531
110	0.03963244245
111	0.0394432669
112	0.03925499433
113	0.03906762043
114	0.03885574674
115	0.03866734087
116	0.03849004484
117	0.03827005441
118	0.03807084931
119	0.03787277387
120	0.03765537934
121	0.03747061555
122	0.03728871537
123	0.03712548678
124	0.03694727274
125	0.03676992133
126	0.03659440931
127	0.03640707172
128	0.03623329167
129	0.03606034111
130	0.03589761528
131	0.03572626699
132	0.0355557366
133	0.03538602018
134	0.0351778477
135	0.03499497024
136	0.03481597366
137	0.03464689615
138	0.03448151786
139	0.03431692896
140	0.03415181997
141	0.0339888048
142	0.03382530022
143	0.03366384361
144	0.03350315767
145	0.03334242564
146	0.03308578955
147	0.03292786281
148	0.0327399851
149	0.03258251917
150	0.03242699466
151	0.03227145561
152	0.03213764634
153	0.03198424533
154	0.03183157653
155	0.03166951874
156	0.03145749222
157	0.03129578085
158	0.03114639827
159	0.03099772873
160	0.03084976883
161	0.03066357444
162	0.03051652323
163	0.03037086024
164	0.03022589253
165	0.03007165551
166	0.02992591988
167	0.02978307599
168	0.02964091392
169	0.02951922361
170	0.02937832098
171	0.02923592975
172	0.0290957218
173	0.02892113303
174	0.02875575677
