iter	RMSE
217	0.02584661926
218	0.02572582508
219	0.02560559544
220	0.02548883795
221	0.02536702024
222	0.02524846747
223	0.02513046875
224	0.02501418775
225	0.02489728394
226	0.02478092649
227	0.02466798271
228	0.02455010064
229	0.02443536574
230	0.02432116706
231	0.02420750208
232	0.02409436832
233	0.02397925096
234	0.02386470701
235	0.0237531753
236	0.02364216483
237	0.02352925412
238	0.0234203753
239	0.02330422748
240	0.02319531517
241	0.02308455721
242	0.02297667153
243	0.02286929006
244	0.02276011097
245	0.02265119657
246	0.02254654256
247	0.0224411713
248	0.02233629248
249	0.02223190382
250	0.02212800301
251	0.02202560747
252	0.02192267079
253	0.02181805783
254	0.02171609114
255	0.02161460098
256	0.02151358514
257	0.02141560796
258	0.02131552211
259	0.02121590402
260	0.02111675149
261	0.02101806235
262	0.02092237562
263	0.0208245949
264	0.02072727115
265	0.02063040225
266	0.02053496564
267	0.02043899548
268	0.02034347383
269	0.02024839861
270	0.0201547389
271	0.02006054573
272	0.01996679277
273	0.01987347796
274	0.01978059926
275	0.0196862083
276	0.01959420481
277	0.01950072234
278	0.01941051561
279	0.01931980056
280	0.01922763867
281	0.01913593506
282	0.01904650327
283	0.01895568202
284	0.01886709264
285	0.01877891728
286	0.01869115401
287	0.0186038009
288	0.01851685603
289	0.0184303175
290	0.01834418341
291	0.01825845187
292	0.01817312099
293	0.01808904336
294	0.01800450421
295	0.01792036016
296	0.01783660935
297	0.01775409697
298	0.0176711232
299	0.01758938474
300	0.01750718075
301	0.01742536094
302	0.01734392352
303	0.01726286669
304	0.01718218868
305	0.01710272004
306	0.01702279047
307	0.01694323446
308	0.01686405025
309	0.01678523611
310	0.01670679031
311	0.01662871113
312	0.01655099684
313	0.01647364576
314	0.01639665617
315	0.0163200264
316	0.01624455319
317	0.01616863427
318	0.01609307016
319	0.01601785919
320	0.01594299973
321	0.01586849012
322	0.01579432873
323	0.01572051393
324	0.01564704411
325	0.01557391764
326	0.01550113294
327	0.01542868839
328	0.01535658242
329	0.01528481343
330	0.01521337985
331	0.01514228012
332	0.01507151267
333	0.01500107596
334	0.01493096843
335	0.01486118854
336	0.01479173478
337	0.0147226056
338	0.01465379951
339	0.01458531497
340	0.0145171505
341	0.0144493046
342	0.01438177577
343	0.01431456254
344	0.01424766343
345	0.01418107698
346	0.01411480171
347	0.01404883618
348	0.01398317895
349	0.01391782856
350	0.01385278359
351	0.0137880426
352	0.01372360418
353	0.01365946692
354	0.0135956294
355	0.01353209022
356	0.013468848
357	0.01340656685
358	0.01334391125
359	0.01328154848
360	0.01321947717
361	0.01315769594
362	0.01309620345
363	0.01303499834
364	0.01297407927
365	0.01291344491
366	0.01285309393
367	0.01279366639
368	0.01273387519
369	0.01267436343
370	0.01261512979
371	0.01255617298
372	0.0124974917
373	0.01243908467
374	0.01238095061
375	0.01232308824
376	0.01226549628
377	0.01220817349
378	0.01215111859
379	0.01209433033
380	0.01203780748
381	0.01198154878
382	0.01192555301
383	0.01186981894
384	0.01181434534
385	0.011759131
386	0.0117041747
387	0.01164947524
388	0.01159503141
389	0.01154084203
390	0.01148690591
391	0.01143322185
392	0.01137978869
393	0.01132660524
394	0.01127367035
395	0.01122098285
396	0.01116854159
397	0.01111634541
398	0.01106439317
399	0.01101268373
400	0.01096121595
401	0.01090998871
402	0.01085900087
403	0.01080825133
404	0.01075773897
405	0.01070746267
406	0.01065742135
407	0.01060761389
408	0.0105580392
409	0.0105086962
410	0.01045958381
411	0.01041070095
412	0.01036204653
413	0.01031361951
414	0.01026541881
415	0.01021744337
416	0.01016969215
417	0.01012216409
418	0.01007485816
419	0.01002777331
420	0.009980908508
421	0.009934262732
422	0.009887834954
423	0.009841624156
424	0.009795629325
425	0.009749849451
426	0.009704283529
427	0.009658930559
428	0.009613789546
429	0.0095688595
430	0.009524139434
431	0.009479628368
432	0.009435325324
433	0.00939122933
434	0.009347339419
435	0.009303654628
436	0.009260173997
437	0.009216896573
438	0.009173821406
439	0.009130947551
440	0.009088274067
441	0.009045800017
442	0.00900352447
443	0.008961446498
444	0.008919565177
445	0.008877879589
446	0.008836388818
447	0.008795091954
448	0.008753988091
449	0.008713076327
450	0.008672355764
451	0.008631825508
452	0.008591484671
453	0.008551332367
454	0.008511367714
455	0.008471589837
456	0.008431997861
457	0.008392590918
458	0.008353368144
459	0.008314328677
460	0.008275471662
461	0.008236796244
462	0.008198301576
463	0.008159986813
464	0.008121851114
465	0.008083893642
466	0.008046113565
467	0.008008510052
468	0.00797108228
469	0.007933829426
470	0.007896750674
471	0.007859845209
472	0.007823112222
473	0.007786550906
474	0.00775016046
475	0.007713940084
476	0.007677888985
477	0.00764200637
478	0.007606291453
479	0.007570743449
480	0.007535361579
481	0.007500145066
482	0.007465093137
483	0.007430205024
484	0.00739547996
485	0.007360917184
486	0.007326515937
487	0.007292275464
488	0.007258195014
489	0.007224273839
490	0.007190511195
491	0.00715690634
492	0.007123458538
493	0.007090167054
494	0.007057031157
495	0.007024050122
496	0.006991223223
497	0.006958549741
498	0.006926028958
499	0.006893660161
500	0.00686144264
501	0.006829375687
502	0.006797458599
503	0.006765690676
504	0.00673407122
505	0.006702599538
506	0.006671274938
507	0.006640096734
508	0.006609064242
509	0.006578176779
510	0.00654743367
511	0.006516834238
512	0.006486377812
513	0.006456063725
514	0.006425891311
515	0.006395859907
516	0.006365968856
517	0.0063362175
518	0.006306605187
519	0.006277131267
520	0.006247795093
521	0.006218596022
522	0.006189533413
523	0.006160606629
524	0.006131815033
525	0.006103157995
526	0.006074634886
527	0.006046245079
528	0.006017987952
529	0.005989862885
530	0.00596186926
531	0.005934006464
532	0.005906273884
533	0.005878670913
534	0.005851196944
535	0.005823851374
536	0.005796633604
537	0.005769543037
538	0.005742579077
539	0.005715741133
540	0.005689028617
541	0.005662440941
542	0.005635977523
543	0.005609637781
544	0.005583421139
545	0.005557327019
546	0.005531354851
547	0.005505504064
548	0.00547977409
549	0.005454164366
550	0.005428674328
551	0.005403303418
552	0.005378051079
553	0.005352916757
554	0.0053278999
555	0.005302999959
556	0.005278216389
557	0.005253548644
558	0.005228996184
559	0.00520455847
560	0.005180234965
561	0.005156025137
562	0.005131928453
563	0.005107944385
564	0.005084072407
565	0.005060311994
566	0.005036662625
567	0.005013123782
568	0.004989694948
569	0.004966375608
570	0.004943165251
571	0.004920063368
572	0.004897069451
573	0.004874182997
574	0.004851403502
575	0.004828730468
576	0.004806163395
577	0.00478370179
578	0.00476134516
579	0.004739093013
580	0.004716944861
581	0.004694900219
582	0.004672958602
583	0.00465111953
584	0.004629382523
585	0.004607747103
586	0.004586212796
587	0.004564779131
588	0.004543445635
589	0.004522211841
590	0.004501077284
591	0.004480041499
592	0.004459104025
593	0.004438264402
594	0.004417522173
595	0.004396876882
596	0.004376328078
597	0.004355875308
598	0.004335518125
599	0.00431525608
600	0.004295088731
601	0.004275015633
602	0.004255036347
603	0.004235150435
604	0.004215357459
605	0.004195656985
606	0.004176048582
607	0.004156531819
608	0.004137106267
609	0.0041177715
610	0.004098527095
611	0.004079372628
612	0.00406030768
613	0.004041331832
614	0.004022444667
615	0.004003645772
616	0.003984934733
617	0.00396631114
618	0.003947774585
619	0.00392932466
620	0.003910960961
621	0.003892683084
622	0.00387449063
623	0.003856383197
624	0.00383836039
625	0.003820421813
626	0.003802567071
627	0.003784795773
628	0.00376710753
629	0.003749501953
630	0.003731978655
631	0.003714537252
632	0.003697177362
633	0.003679898604
634	0.003662700597
635	0.003645582966
636	0.003628545333
637	0.003611587327
638	0.003594708573
639	0.003577908702
640	0.003561187345
641	0.003544544136
642	0.003527978709
643	0.0035114907
644	0.003495079748
645	0.003478745492
646	0.003462487575
647	0.003446305639
648	0.00343019933
649	0.003414168293
650	0.003398212177
651	0.003382330632
652	0.00336652331
653	0.003350789863
654	0.003335129946
655	0.003319543216
656	0.00330402933
657	0.003288587949
658	0.003273218733
659	0.003257921345
660	0.003242695449
661	0.003227540712
662	0.0032124568
663	0.003197443383
664	0.003182500131
665	0.003167626716
666	0.003152822813
667	0.003138088095
668	0.00312342224
669	0.003108824926
670	0.003094295832
671	0.003079834641
672	0.003065441033
673	0.003051114694
674	0.00303685531
675	0.003022662566
676	0.003008536152
677	0.002994475758
678	0.002980481076
679	0.002966551797
680	0.002952687617
681	0.002938888231
682	0.002925153337
683	0.002911482632
684	0.002897875818
685	0.002884332595
686	0.002870852667
687	0.002857435736
688	0.00284408151
689	0.002830789695
690	0.002817559999
691	0.002804392132
692	0.002791285806
693	0.002778240731
694	0.002765256623
695	0.002752333196
696	0.002739470166
697	0.002726667252
698	0.002713924173
699	0.002701240648
700	0.0026886164
701	0.002676051151
702	0.002663544625
703	0.002651096549
704	0.002638706649
705	0.002626374654
706	0.002614100291
707	0.002601883294
708	0.002589723392
709	0.002577620319
710	0.002565573811
711	0.002553583601
712	0.002541649428
713	0.002529771029
714	0.002517948144
715	0.002506180513
716	0.002494467878
717	0.002482809983
718	0.00247120657
719	0.002459657386
720	0.002448162177
721	0.002436720691
722	0.002425332676
723	0.002413997884
724	0.002402716065
725	0.002391486971
726	0.002380310356
727	0.002369185976
728	0.002358113585
729	0.002347092941
730	0.002336123802
731	0.002325205927
732	0.002314339077
733	0.002303523013
734	0.002292757498
735	0.002282042296
736	0.002271377171
737	0.002260761889
738	0.002250196219
739	0.002239679926
740	0.002229212782
741	0.002218794556
742	0.002208425019
743	0.002198103945
744	0.002187831106
745	0.002177606277
746	0.002167429234
747	0.002157299753
748	0.002147217613
749	0.002137182591
750	0.002127194468
751	0.002117253024
752	0.002107358042
753	0.002097509304
754	0.002087706594
755	0.002077949698
756	0.002068238399
757	0.002058572487
758	0.002048951748
759	0.002039375972
760	0.002029844948
761	0.002020358468
762	0.002010916323
763	0.002001518305
764	0.001992164209
765	0.001982853829
766	0.001973586962
767	0.001964363403
768	0.00195518295
769	0.001946045403
770	0.001936950559
771	0.001927898221
772	0.001918888188
773	0.001909920264
774	0.001900994252
775	0.001892109955
776	0.001883267179
777	0.00187446573
778	0.001865705414
779	0.00185698604
780	0.001848307415
781	0.00183966935
782	0.001831071655
783	0.001822514142
784	0.001813996622
785	0.001805518909
786	0.001797080816
787	0.001788682158
788	0.001780322752
789	0.001772002414
790	0.00176372096
791	0.00175547821
792	0.001747273983
793	0.001739108098
794	0.001730980376
795	0.001722890639
796	0.001714838709
797	0.00170682441
798	0.001698847566
799	0.001690908002
800	0.001683005544
801	0.001675140017
802	0.00166731125
803	0.001659519071
804	0.001651763308
805	0.001644043792
806	0.001636360353
807	0.001628712823
808	0.001621101034
809	0.001613524818
810	0.00160598401
811	0.001598478443
812	0.001591007954
813	0.001583572378
814	0.001576171553
815	0.001568805315
816	0.001561473503
817	0.001554175956
818	0.001546912515
819	0.001539683019
820	0.00153248731
821	0.001525325231
822	0.001518196623
823	0.001511101331
824	0.001504039199
825	0.001497010072
826	0.001490013795
827	0.001483050215
828	0.00147611918
829	0.001469220537
830	0.001462354135
831	0.001455519823
832	0.001448717451
833	0.001441946869
834	0.001435207931
835	0.001428500486
836	0.001421824389
837	0.001415179493
838	0.001408565651
839	0.00140198272
840	0.001395430553
841	0.001388909008
842	0.001382417942
843	0.001375957212
844	0.001369526676
845	0.001363126193
846	0.001356755622
847	0.001350414825
848	0.001344103661
849	0.001337821992
850	0.001331569681
851	0.00132534659
852	0.001319152583
853	0.001312987523
854	0.001306851276
855	0.001300743706
856	0.00129466468
857	0.001288614065
858	0.001282591727
859	0.001276597534
860	0.001270631356
861	0.00126469306
862	0.001258782517
863	0.001252899597
864	0.00124704417
865	0.001241216109
866	0.001235415286
867	0.001229641572
868	0.001223894842
869	0.00121817497
870	0.001212481829
871	0.001206815295
872	0.001201175244
873	0.001195561551
874	0.001189974094
875	0.00118441275
876	0.001178877397
877	0.001173367913
878	0.001167884178
879	0.001162426071
880	0.001156993473
881	0.001151586264
882	0.001146204325
883	0.001140847539
884	0.001135515788
885	0.001130208955
886	0.001124926924
887	0.001119669578
888	0.001114436802
889	0.001109228481
890	0.001104044502
891	0.00109888475
892	0.001093749112
893	0.001088637475
894	0.001083549728
895	0.001078485758
896	0.001073445455
897	0.001068428707
898	0.001063435406
899	0.00105846544
900	0.001053518702
901	0.001048595082
902	0.001043694473
903	0.001038816767
904	0.001033961857
905	0.001029129636
906	0.001024319998
907	0.001019532839
908	0.001014768052
909	0.001010025533
910	0.001005305179
911	0.001000606885
912	0.0009959305488
913	0.0009912760673
914	0.0009866433385
915	0.0009820322608
916	0.000977442733
917	0.0009728746543
918	0.0009683279245
919	0.0009638024439
920	0.0009592981131
921	0.0009548148333
922	0.0009503525061
923	0.0009459110335
924	0.0009414903183
925	0.0009370902632
926	0.0009327107718
927	0.0009283517479
928	0.0009240130959
929	0.0009196947207
930	0.0009153965273
931	0.0009111184216
932	0.0009068603095
933	0.0009026220978
934	0.0008984036934
935	0.0008942050036
936	0.0008900259365
937	0.0008858664002
938	0.0008817263035
939	0.0008776055556
940	0.0008735040659
941	0.0008694217446
942	0.000865358502
943	0.000861314249
944	0.0008572888968
945	0.000853282357
946	0.0008492945419
947	0.0008453253638
948	0.0008413747356
949	0.0008374425707
950	0.0008335287828
951	0.000829633286
952	0.0008257559947
953	0.000821896824
954	0.0008180556892
955	0.0008142325058
956	0.0008104271901
957	0.0008066396586
958	0.0008028698281
959	0.0007991176159
960	0.0007953829397
961	0.0007916657174
962	0.0007879658676
963	0.0007842833091
964	0.000780617961
965	0.0007769697429
966	0.0007733385747
967	0.0007697243768
968	0.0007661270699
969	0.000762546575
970	0.0007589828135
971	0.0007554357072
972	0.0007519051784
973	0.0007483911495
974	0.0007448935434
975	0.0007414122834
976	0.000737947293
977	0.0007344984963
978	0.0007310658175
979	0.0007276491813
980	0.0007242485128
981	0.0007208637373
982	0.0007174947806
983	0.0007141415687
984	0.000710804028
985	0.0007074820853
986	0.0007041756678
987	0.0007008847027
988	0.000697609118
989	0.0006943488417
990	0.0006911038024
991	0.0006878739287
992	0.0006846591498
993	0.0006814593952
994	0.0006782745947
995	0.0006751046783
996	0.0006719495766
997	0.0006688092202
998	0.0006656835402
999	0.0006625724681
